Payee Name,Agency,Zip Code,Amount,Payment Description
AT&T MOBILITY,HEALTH,60197-6463,42.7,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,COMMUNITY RELATIONS,60197-6463,82.45,TELEPHONE - OTHER
AT&T MOBILITY,LICENSE COMMISIONERS,60197-6463,1098.77,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.7,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,7193.21,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.61,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,213.14,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,166.16,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,476.45,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,130.01,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.61,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,170.44,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.4,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.61,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.7,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.22,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.7,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,215.23,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.61,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,360.41,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,256.2,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,208.72,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.7,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.7,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,341.6,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.4,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,59.46,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,44.79,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,561.87,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,127.83,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,340.9,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,PUBLIC WORKS & TRANSPORTATION,60197-6463,610.17,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,COUNTY COUNCIL,60197-6463,98.42,Unnot. BNP goodwill
AT&T MOBILITY,COUNTY COUNCIL,60197-6463,98.42,Unnot. BNP goodwill
AT&T MOBILITY,COUNTY COUNCIL,60197-6463,98.42,Unnot. BNP goodwill
AT&T MOBILITY,COUNTY COUNCIL,60197-6463,98.42,Unnot. BNP goodwill
AT&T MOBILITY,COUNTY COUNCIL,60197-6463,98.42,Unnot. BNP goodwill
AT&T MOBILITY,PUBLIC WORKS & TRANSPORTATION,60197-6463,16764.65,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,INFORMATION TECHNOLOGY,60197-6463,58.16,OTHER NON-DEFINED PROJECT COSTS
AT&T MOBILITY,INFORMATION TECHNOLOGY,60197-6463,501.58,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,SOCIAL SERVICES,60197-6463,157.01,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,LICENSE COMMISIONERS,60197-6463,1098.77,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,PUBLIC WORKS & TRANSPORTATION,60197-6463,610.17,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,COMMUNITY RELATIONS,60197-6463,82.39,TELEPHONE - OTHER
AT&T MOBILITY,PUBLIC WORKS & TRANSPORTATION,60197-6463,305.28,OTHER DATA/VOICE COMMUN
AT&T MOBILITY,PUBLIC WORKS & TRANSPORTATION,60197-6463,301.03,OTHER DATA/VOICE COMMUN
AT&T MOBILITY,PUBLIC WORKS & TRANSPORTATION,60197-6463,302.54,OTHER DATA/VOICE COMMUN
AT&T MOBILITY,CENTRAL SERVICES,60197-6463,43.25,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,CENTRAL SERVICES,60197-6463,54.5,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,CENTRAL SERVICES,60197-6463,43.25,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,CENTRAL SERVICES,60197-6463,43.25,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,CENTRAL SERVICES,60197-6463,155.53,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,POLICE,60197-6463,272.79,TELEPHONE - OTHER
AT&T MOBILITY,POLICE,60197-6463,384.49,TELEPHONE - OTHER
AT&T MOBILITY,HEALTH,60197-6463,6962.76,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,170.53,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.22,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,476.45,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,130.01,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.61,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,170.44,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.4,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.61,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.7,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.22,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.7,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,257.93,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.61,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,591.87,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,256.2,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,208.68,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.7,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.7,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,341.6,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.4,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.22,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,87.4,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,476.56,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,127.83,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,340.88,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.61,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.7,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.61,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,POLICE,60197-6463,565.1,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,CENTRAL SERVICES,60197-6463,43.25,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,CENTRAL SERVICES,60197-6463,54.5,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,CENTRAL SERVICES,60197-6463,43.25,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,CENTRAL SERVICES,60197-6463,43.25,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,CENTRAL SERVICES,60197-6463,155.53,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,LICENSE COMMISIONERS,60197-6463,1098.77,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,PUBLIC WORKS & TRANSPORTATION,60197-6463,610.17,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,INFORMATION TECHNOLOGY,60197-6463,511.69,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,COMMUNITY RELATIONS,60197-6463,82.39,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,PUBLIC WORKS & TRANSPORTATION,60197-6463,298.7,OTHER DATA/VOICE COMMUN
AT&T MOBILITY,PUBLIC WORKS & TRANSPORTATION,60197-6463,16758.65,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,6973.68,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.58,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,170.41,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.16,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,478.77,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,144.7,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.58,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,170.32,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.67,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.34,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.58,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.67,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.16,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.67,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,299.77,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,15.05,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,595.87,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,298.69,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,208.56,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.67,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,123.4,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,87.3,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,476.27,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,127.74,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,382.7,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.58,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,341.36,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.34,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,6900.88,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.58,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,170.41,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.16,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,476.33,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,230.19,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.58,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,170.32,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.67,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.34,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.58,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.67,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.16,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.67,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,299.77,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,595.87,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,298.69,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,208.56,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.67,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,123.4,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,87.3,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,476.27,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,127.74,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,382.7,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.58,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,13.7,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,341.36,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.34,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,INFORMATION TECHNOLOGY,60197-6463,508.4,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,7340.3,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.61,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.7,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,170.53,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.22,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,476.45,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,130.01,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.61,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,170.44,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.4,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.61,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.7,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.22,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.7,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,289.21,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.61,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,596.29,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,298.9,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,208.68,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.7,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,85.4,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,93.87,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,87.4,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,476.56,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,127.83,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,343.78,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,42.61,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,HEALTH,60197-6463,341.6,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,COUNTY COUNCIL,60197-6463,12.8,Unnot. BNP goodwill
AT&T MOBILITY,PUBLIC WORKS & TRANSPORTATION,60197-6463,16758.05,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,COMMUNITY RELATIONS,60197-6463,82.39,TELEPHONE - WIRELESS/CELL PHONE CHARGES
AT&T MOBILITY,PUBLIC WORKS & TRANSPORTATION,60197-6463,610.17,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,SOCIAL SERVICES,18002-5505,316.91,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,99.52,OTHER OPERATING SUPPLIES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,80.02,OTHER OPERATING SUPPLIES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,229.05,OTHER OPERATING SUPPLIES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,146.07,OTHER OPERATING SUPPLIES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,199.04,OTHER OPERATING SUPPLIES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,99.52,OTHER OPERATING SUPPLIES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,209.8,OTHER OPERATING SUPPLIES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,169.54,OTHER OPERATING SUPPLIES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,185.78,OTHER OPERATING SUPPLIES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,1451.07,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,119.52,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,FIRE/EMS,18002-5505,7355.66,TELEPHONE - OTHER
VERIZON WIRELESS,FIRE/EMS,18002-5505,646.23,TELEPHONE - OTHER
VERIZON WIRELESS,ENVIRONMENT,18002-5505,2081.1,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,ENVIRONMENT,18002-5505,1877.6,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,ENVIRONMENT,18002-5505,508.1,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,ENVIRONMENT,18002-5505,5625.71,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,ENVIRONMENT,18002-5505,1978.56,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,ENVIRONMENT,18002-5505,318.63,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,ENVIRONMENT,18002-5505,836.4,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,SOCIAL SERVICES,18002-5505,316.46,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,SOCIAL SERVICES,18002-5505,4531.12,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,POLICE,18002-5505,60.02,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,POLICE,18002-5505,54010.87,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,POLICE,18002-5505,31.42,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,POLICE,18002-5505,59.29,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,HOMELAND SECURITY,18002-5505,66034.82,OTHER DATA/VOICE COMMUN
VERIZON WIRELESS,CENTRAL SERVICES,18002-5505,102.68,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,CENTRAL SERVICES,18002-5505,639.21,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,CENTRAL SERVICES,18002-5505,139.69,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,CENTRAL SERVICES,18002-5505,481.5,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,CENTRAL SERVICES,18002-5505,97.6,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,CENTRAL SERVICES,18002-5505,102.68,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,CENTRAL SERVICES,18002-5505,617.98,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,CENTRAL SERVICES,18002-5505,139.69,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,CENTRAL SERVICES,18002-5505,589.65,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,CENTRAL SERVICES,18002-5505,90.6,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,"PERMITTING, INSPECTIONS & ENFORCEMENT",18002-5505,1320.23,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,"PERMITTING, INSPECTIONS & ENFORCEMENT",18002-5505,490.35,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,"PERMITTING, INSPECTIONS & ENFORCEMENT",18002-5505,668.54,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,"PERMITTING, INSPECTIONS & ENFORCEMENT",18002-5505,498.39,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,"PERMITTING, INSPECTIONS & ENFORCEMENT",18002-5505,4356.43,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,"PERMITTING, INSPECTIONS & ENFORCEMENT",18002-5505,4230.43,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,HOMELAND SECURITY,18002-5505,3279,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,POLICE,18002-5505,149.17,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,CORRECTIONS,18002-5505,4657.21,TELEPHONE - REGULAR SERVICE
VERIZON WIRELESS,CENTRAL SERVICES,18002-5505,102.48,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,CENTRAL SERVICES,18002-5505,784.31,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,CENTRAL SERVICES,18002-5505,89.75,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,CENTRAL SERVICES,18002-5505,499.58,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,CENTRAL SERVICES,18002-5505,129.76,TELEPHONE - WIRELESS/CELL PHONE CHARGES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,99.52,OTHER OPERATING SUPPLIES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,80.02,OTHER OPERATING SUPPLIES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,229.05,OTHER OPERATING SUPPLIES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,140.84,OTHER OPERATING SUPPLIES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,130.13,OTHER OPERATING SUPPLIES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,99.52,OTHER OPERATING SUPPLIES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,209.8,OTHER OPERATING SUPPLIES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,169.54,OTHER OPERATING SUPPLIES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,179.54,OTHER OPERATING SUPPLIES
VERIZON WIRELESS,COUNTY COUNCIL,18002-5505,1476.28,TELEPHONE - WIRELESS/CELL PHONE CHARGES
